Age,Employment_Type,Annual_Income,Employment_Duration_Years,Number_of_Dependents,Loan_Purpose,Loan_Amount,Loan_Tenure_Months,Existing_Loans_Count,Total_Outstanding_Debt,Existing_Monthly_EMI,Debt_to_Income_Ratio,Loan_to_Income_Ratio,Credit_Utilization,Previous_Defaults,Missed_Payments,Maximum_Days_Past_Due,Recent_Credit_Enquiries,Credit_History_Length,Number_of_Credit_Accounts,Payment_History,Credit_Score,Decision
32,Salaried,712500,3.9,0,Education,1865000,48,1,374000,9110,95,261.75,7.72,1,1,13,4,7.2,4,97.73,665,1
33,Salaried,620300,0.5,2,Home,1715000,24,2,1602300,56620,95,276.48,33.57,0,0,0,4,7.9,5,100,617,0
37,Salaried,540300,4.6,0,Personal,358000,60,0,0,0,18.5,66.26,48,0,0,0,2,8,2,100,684,0
25,Salaried,1100700,9.2,4,Personal,1919000,48,3,1114400,36020,94.52,174.34,65.04,0,2,14,5,0.5,8,92.32,580,0
37,Salaried,1090400,6.1,0,Vehicle,1758000,72,0,0,0,36.01,161.23,33.12,0,1,5,2,11.6,2,95.45,689,0
42,Business Owner,569800,6.4,3,Personal,676000,36,1,156900,5940,58.51,118.64,23.89,0,1,10,2,14.4,3,100,692,0
49,Salaried,820400,6.7,2,Medical,1422000,12,0,0,0,95,173.33,48.85,0,0,0,2,26.6,5,100,736,1
47,Salaried,448300,7.9,1,Personal,1021000,24,1,412000,11010,95,227.75,13.31,0,1,11,6,21.1,3,96.21,709,0
39,Salaried,532300,4.7,2,Home Renovation,1182000,60,2,49600,1600,70.35,222.06,24.61,0,0,0,5,13,4,100,694,1
34,Salaried,215600,5.5,2,Business,269000,48,1,982200,40390,95,124.77,55.13,0,0,0,4,3.9,2,95.14,642,0
35,Salaried,1307900,4.7,1,Personal,3603000,36,0,0,0,95,275.48,24.75,0,0,0,3,6,4,98.89,680,0
39,Business Owner,749600,7.5,2,Vehicle,1008000,12,1,274600,10560,95,134.47,59.86,1,2,20,6,15.1,4,81.24,606,0
36,Business Owner,560100,12.6,1,Personal,1052000,60,2,752300,15180,89.4,187.82,57.59,0,1,15,1,17.3,5,97.06,673,1
35,Salaried,765400,6.1,3,Business,260000,36,1,78100,2630,17.96,33.97,7.34,1,1,13,0,10,5,92.09,728,1
28,Self-Employed,208000,7.3,2,Home,243000,48,0,0,0,40.12,116.83,9.75,0,0,0,1,4.6,3,100,697,0
42,Salaried,619700,6,0,Business,1086000,48,0,0,0,60.17,175.25,21.11,0,1,15,1,17.1,2,99.08,744,0
39,Salaried,247400,6,0,Education,666000,60,0,0,0,79.59,269.2,32.35,1,3,45,3,18.2,1,83.37,655,0
30,Self-Employed,1050100,7.5,2,Home,2452000,84,1,600400,13660,66.03,233.5,6.91,1,2,17,7,7.9,2,86.96,669,0
49,Salaried,1172700,2.4,1,Personal,338000,36,0,0,0,12.11,28.82,9.64,0,1,10,4,24.7,2,100,772,1
38,Self-Employed,316500,0.5,1,Vehicle,132000,84,0,0,0,10.31,41.71,4.01,0,1,10,0,16.2,4,97.54,756,1
24,Contract,808300,1.8,2,Business,1928000,72,1,322200,10530,76.23,238.53,26.91,0,0,0,5,4.6,6,99.57,695,0
44,Salaried,540800,2.9,1,Home,1155000,84,1,145000,3540,54.1,213.57,34.83,0,1,11,2,17.5,4,93.41,721,1
30,Contract,297400,7.1,1,Home,538000,84,1,115400,4360,62.16,180.9,30.73,0,0,0,3,3,3,98.09,648,0
33,Salaried,2175700,2.3,0,Personal,4076000,48,0,0,0,60.92,187.34,19.59,1,2,15,2,2.7,2,87.75,660,0
34,Salaried,355000,7.9,0,Personal,930000,24,2,127600,4950,95,261.97,33.88,1,1,9,3,16.5,6,90.9,645,0
43,Business Owner,1090800,3.3,2,Business,2651000,48,0,0,0,79.08,243.03,10.58,0,1,18,3,20.3,2,99.35,777,0
36,Professional,452100,6.4,1,Home,521000,60,0,0,0,34.23,115.24,34.29,1,2,31,0,14.6,1,89.93,674,1
41,Business Owner,279400,3.5,2,Vehicle,727000,60,0,0,0,74.04,260.2,18.34,0,0,0,2,24.2,5,99.72,784,0
23,Salaried,627500,8.7,3,Medical,903000,48,1,44300,930,45.73,143.9,62.91,0,0,0,1,8,2,100,638,0
27,Business Owner,1089300,9.3,0,Business,1070000,12,0,0,0,95,98.23,30.4,0,0,0,0,4.7,2,100,666,0
36,Salaried,364900,7.5,1,Personal,223000,36,0,0,0,24.25,61.11,23.86,0,0,0,1,15.9,2,99.78,739,1
30,Business Owner,756900,4.1,1,Personal,804000,36,0,0,0,44,106.22,13.43,0,0,0,5,3.1,3,100,656,0
34,Self-Employed,743700,6.4,1,Business,1517000,48,1,133400,5080,79.59,203.98,23.34,1,0,0,2,10.5,2,92.63,666,0
42,Salaried,675500,9,2,Business,266000,72,0,0,0,8.73,39.38,44.82,0,1,14,1,15.9,6,94.93,712,1
29,Business Owner,2146600,4.7,1,Home Renovation,3777000,36,0,0,0,67.99,175.95,32.99,0,3,21,1,4.6,2,91.05,677,0
30,Professional,474400,3.3,1,Education,243000,48,1,44300,1780,20.51,51.22,24.52,0,0,0,1,7.9,3,100,682,1
37,Salaried,1128900,0.5,3,Personal,1186000,84,2,265800,6560,29.03,105.06,53.35,0,0,0,4,10.9,8,100,674,1
21,Self-Employed,434600,6.3,0,Education,678000,36,1,291700,9710,86.95,156.01,50.27,0,0,0,1,0.5,4,99.38,652,1
45,Salaried,404500,6.6,1,Home,116000,60,1,539200,17070,58.62,28.68,65.63,0,0,0,1,19.2,3,99.96,668,1
37,Self-Employed,787100,5.4,1,Personal,1585000,24,3,713000,24200,95,201.37,34.52,0,1,16,0,11.3,5,97.11,670,0
37,Salaried,791100,4.3,1,Home Renovation,1672000,36,3,558400,16470,95,211.35,35.33,0,0,0,7,10.8,6,100,685,0
31,Salaried,1032000,4.3,4,Medical,1459000,24,2,218800,4510,84.29,141.38,48.94,0,0,0,1,5,4,99.2,607,0
42,Salaried,658100,5.1,2,Home,1571000,12,2,313100,10520,95,238.72,25.02,0,0,0,2,18.8,3,100,759,0
35,Salaried,312500,7.9,4,Personal,453000,60,0,0,0,40.3,144.96,28.68,0,1,14,7,9.2,1,100,671,0
46,Professional,459700,4.8,1,Personal,1222000,36,0,0,0,95,265.83,41.71,0,0,0,4,20.9,6,100,716,0
21,Self-Employed,866900,10.4,2,Personal,836000,12,0,0,0,95,96.44,31.26,1,2,16,0,0.5,2,89.94,620,0
37,Salaried,484000,10.1,1,Vehicle,450000,12,0,0,0,95,92.98,44.71,0,3,50,3,7.2,1,87.58,628,0
36,Salaried,239300,2.7,2,Vehicle,178000,48,2,468000,18200,95,74.38,27.47,0,0,0,1,12.1,6,100,698,0
39,Self-Employed,829600,9.9,3,Vehicle,927000,36,0,0,0,44.2,111.74,13.29,0,1,18,3,15.6,6,97.59,739,0
48,Salaried,570600,8.6,2,Personal,404000,12,1,89500,3710,83.53,70.8,49.1,0,1,5,3,28.8,3,96.68,682,0
24,Salaried,1355700,7.4,4,Education,2950000,84,1,96100,2780,52.3,217.6,46.26,0,1,16,2,0.5,5,93.91,636,0
24,Salaried,1250600,2.2,1,Home,1203000,36,0,0,0,40.8,96.19,12.8,0,1,7,2,10.6,3,98.52,717,1
33,Self-Employed,192700,6.7,4,Consumer Durable,57000,36,2,440000,12400,88.77,29.58,37.42,0,2,22,0,14.9,5,95.53,696,1
21,Salaried,621200,10.8,1,Vehicle,1617000,60,0,0,0,65.8,260.3,30.12,0,0,0,4,4.6,1,100,655,0
56,Salaried,1028500,3.9,0,Home,574000,36,0,0,0,22.07,55.81,53.41,0,1,16,0,35,3,94.17,760,1
44,Professional,834000,8.5,2,Home,399000,24,0,0,0,28.53,47.84,8.18,1,4,30,0,21.9,4,79.39,730,1
40,Salaried,354500,5,1,Education,520000,12,2,164100,3560,95,146.69,31.67,0,1,14,4,22.2,3,96.63,717,0
43,Self-Employed,623000,2.3,0,Vehicle,1251000,60,0,0,0,57.68,200.8,9.06,0,0,0,0,22.1,3,95.11,775,1
47,Business Owner,357700,5.9,4,Medical,842000,60,0,0,0,70.29,235.39,8.48,0,1,12,1,19.2,1,99.44,759,0
31,Salaried,859000,7.6,0,Home,996000,60,2,443600,10530,44.53,115.95,33.79,0,0,0,1,6.1,4,97.93,701,1
33,Salaried,625500,6.6,1,Personal,890000,60,0,0,0,35.81,142.29,26.58,1,3,52,3,0.5,2,76.79,650,1
39,Business Owner,1635600,6.6,2,Education,3581000,60,0,0,0,57.92,218.94,56.58,0,1,11,2,22,3,100,694,0
32,Business Owner,595400,7.7,2,Personal,612000,36,0,0,0,42.21,102.79,21.09,0,0,0,1,4.8,2,100,685,0
28,Salaried,621200,7.4,2,Consumer Durable,965000,24,1,188900,5580,95,155.34,32.94,0,1,6,4,8.3,7,97.04,686,0
31,Business Owner,180000,4.7,1,Home,116000,48,1,89700,2490,37.93,64.44,30.53,0,1,10,2,0.5,9,96.54,672,1
39,Self-Employed,1018600,3.8,4,Personal,909000,60,1,190900,6590,32.93,89.24,31.75,1,3,52,4,11.5,2,85.08,668,0
44,Salaried,440600,3.1,2,Business,984000,72,0,0,0,48.96,223.33,10.13,0,0,0,3,23.6,3,99.34,770,1
25,Business Owner,302800,6.5,3,Personal,638000,12,1,326400,11300,95,210.7,30.76,1,1,10,4,2.8,6,91.31,620,0
34,Self-Employed,473700,3.5,2,Education,833000,36,0,0,0,67.79,175.85,22.38,0,0,0,1,14.2,2,100,739,0
36,Salaried,628900,7.9,1,Vehicle,1139000,60,0,0,0,51.29,181.11,39.29,1,0,0,4,8.7,3,89.01,612,0
24,Business Owner,1546800,2.1,0,Home Renovation,1992000,48,1,68900,1520,46.41,128.78,4.33,0,0,0,2,0.5,7,100,707,1
40,Business Owner,781500,4.7,1,Home Renovation,2005000,48,3,390600,9010,93.39,256.56,24.07,0,1,17,4,8.8,5,95.47,692,0
35,Salaried,956800,7.2,0,Consumer Durable,763000,48,0,0,0,24.96,79.74,27.95,0,1,6,1,3.7,6,95.68,678,1
28,Salaried,480600,5.7,1,Education,310000,60,1,166800,4480,28.6,64.5,48.52,0,0,0,0,1.3,4,100,670,1
32,Self-Employed,2305800,0.7,1,Home,2782000,48,2,184300,6310,40.64,120.65,27.1,0,0,0,3,4.3,5,99.56,681,0
41,Salaried,468500,4.2,2,Home Renovation,994000,12,1,225900,7700,95,212.17,22.72,0,0,0,1,15.1,3,100,730,0
44,Salaried,526000,11.7,1,Vehicle,602000,36,1,111100,3250,51.26,114.45,56.87,0,2,35,6,19.4,3,93.2,675,1
39,Contract,257800,3,2,Personal,492000,24,1,264300,7390,95,190.85,9.79,0,0,0,5,16.2,6,95.31,716,1
52,Contract,519400,9.2,1,Home,1132000,48,0,0,0,72.15,217.94,36.15,0,1,17,2,26.7,3,95.64,728,0
45,Salaried,685300,6.8,2,Personal,1755000,48,2,1413500,45010,95,256.09,33.87,0,0,0,3,22.9,5,98.23,712,0
41,Professional,880400,7.6,2,Business,2159000,48,0,0,0,76.17,245.23,16.61,0,0,0,2,16.5,2,100,711,0
30,Self-Employed,727300,4,2,Vehicle,727000,48,0,0,0,32.34,99.96,30.34,0,0,0,1,7.3,4,100,685,0
46,Salaried,948400,6.7,2,Business,1269000,60,0,0,0,34.24,133.8,17.29,0,0,0,0,23.3,1,100,795,1
29,Salaried,383700,6.4,1,Personal,1039000,36,0,0,0,95,270.78,36.55,0,0,0,4,0.5,2,100,627,0
42,Professional,410500,8.1,3,Business,723000,48,0,0,0,56.51,176.13,6.28,0,0,0,4,19.2,1,99.92,728,0
21,Salaried,1222800,2.9,1,Business,2341000,48,2,246100,9760,67.65,191.45,56.08,0,0,0,6,0.5,6,100,608,0
32,Business Owner,1284200,0.9,3,Vehicle,2639000,12,1,197300,6640,95,205.5,48.62,0,1,16,2,12.3,4,100,678,0
24,Salaried,970200,7,1,Vehicle,2304000,72,1,902000,21230,90.64,237.48,39.03,0,1,14,2,6.7,5,94.01,672,0
34,Salaried,897400,0.8,4,Home,666000,84,0,0,0,15.31,74.21,44.96,0,1,14,0,9.2,6,94.56,680,1
23,Business Owner,461700,1.4,1,Medical,656000,24,0,0,0,83.72,142.08,24.94,0,0,0,1,0.5,2,100,672,0
36,Salaried,1284300,5.4,4,Home Renovation,3355000,60,0,0,0,66.04,261.23,33.21,0,0,0,1,11.6,5,97.21,703,0
40,Salaried,585100,11.2,2,Personal,330000,48,0,0,0,17.47,56.4,26.84,0,0,0,4,20.4,3,100,746,1
30,Professional,1012200,3.6,1,Home,2318000,72,0,0,0,56.82,229.01,20.92,0,3,29,4,11.8,1,88.58,666,0
33,Professional,504900,7.7,1,Home Renovation,143000,36,1,85600,2270,17.42,28.32,56.54,0,0,0,1,12.2,4,100,676,1
38,Salaried,945200,0.8,3,Consumer Durable,1600000,60,2,375200,13390,61.94,169.28,47.03,0,1,13,4,16.7,4,95.71,675,1
36,Salaried,837300,8.8,1,Medical,1207000,48,0,0,0,43.46,144.15,19.33,0,1,17,1,11.5,3,99.65,724,0
47,Salaried,878200,7.4,1,Education,930000,36,2,429000,12440,60.74,105.9,63.42,0,0,0,0,13.8,4,99.84,691,0
30,Salaried,1183900,3.5,0,Personal,2244000,36,2,670300,20480,95,189.54,41.2,0,0,0,5,1.7,3,95.81,620,0
41,Contract,510000,1.4,3,Personal,492000,36,2,84900,2370,44.03,96.47,74.95,0,1,10,2,18,7,95.83,660,1
38,Professional,319800,5.2,1,Home,760000,36,0,0,0,92.34,237.65,8,1,3,45,3,18.8,2,83.8,700,0
22,Salaried,453500,4.5,3,Vehicle,647000,36,0,0,0,54.69,142.67,78.49,1,5,37,3,2,4,77.72,557,0
37,Self-Employed,784600,5.6,2,Vehicle,1079000,48,2,669100,21770,76.32,137.52,30.38,0,1,6,2,13.9,6,94.06,677,0
35,Salaried,963300,5.4,2,Personal,833000,72,2,680200,24830,50.31,86.47,19.7,0,0,0,1,13.7,4,100,727,0
32,Salaried,931300,2.3,2,Vehicle,1720000,84,0,0,0,42.81,184.69,36.68,0,1,11,3,8.7,6,94.18,694,0
51,Salaried,909100,3.7,2,Home,1176000,36,0,0,0,49.47,129.36,69.13,0,2,28,1,32.5,3,97,735,0
47,Salaried,585800,4.5,4,Medical,340000,48,1,691500,14770,49.21,58.04,26.42,0,0,0,1,20.8,3,99.4,761,1
30,Salaried,356900,1.6,1,Personal,893000,48,1,95400,3910,91.42,250.21,19.09,1,5,74,0,1.6,2,75.18,612,0
41,Salaried,1235800,0.5,1,Personal,3177000,60,0,0,0,72.91,257.08,1,0,0,0,4,16.9,3,98.39,756,0
42,Business Owner,403200,8.9,0,Personal,236000,48,3,625000,19760,77.88,58.53,21.11,1,7,62,0,15.3,7,74.77,648,0
37,Self-Employed,1212200,3.4,2,Vehicle,1733000,48,0,0,0,46.32,142.96,28.24,0,0,0,2,9.1,7,99.09,726,0
27,Professional,653500,8.6,0,Personal,514000,60,1,481400,20150,58.05,78.65,40.94,0,0,0,0,3.5,4,97.57,662,1
28,Business Owner,380200,9.3,2,Vehicle,791000,36,1,285700,11930,95,208.05,55.19,0,1,15,3,0.5,6,100,593,0
40,Business Owner,1020100,4.5,1,Personal,2648000,60,0,0,0,70.64,259.58,60.03,0,0,0,2,16.4,3,98.76,636,0
40,Self-Employed,791200,8.7,0,Vehicle,617000,72,2,746600,20030,48.18,77.98,23.18,0,0,0,3,13.5,4,96.26,707,1
34,Salaried,450900,3.8,3,Vehicle,576000,36,0,0,0,53.27,127.74,21.07,0,1,11,0,18.8,6,93.61,741,1
47,Self-Employed,533000,13,0,Vehicle,1332000,60,1,1013400,37260,95,249.91,26.16,0,0,0,2,19.5,4,96.07,747,1
49,Business Owner,482800,7.6,2,Personal,1290000,48,0,0,0,87.54,267.19,49.59,0,1,15,4,21.4,1,97.97,721,0
49,Salaried,531100,4.7,3,Vehicle,1432000,36,0,0,0,95,269.63,25.79,0,0,0,0,24.7,4,96.17,753,0
49,Business Owner,959700,7.7,0,Home,2083000,24,0,0,0,95,217.05,23.91,0,0,0,1,28.4,4,94.13,778,0
36,Salaried,1067500,4.8,0,Personal,1684000,60,0,0,0,40.97,157.75,8.61,0,0,0,3,13.2,5,100,744,0
25,Self-Employed,934500,4.9,1,Home Renovation,2216000,36,1,215500,7260,95,237.13,41.48,1,4,35,2,4,5,79.16,621,0
33,Salaried,473600,0.5,0,Vehicle,1169000,36,2,750700,17040,95,246.83,24.69,0,2,35,3,9.2,4,93.11,666,0
35,Professional,402000,0.5,1,Home,403000,36,1,639100,13970,80.57,100.25,56.3,0,0,0,1,13.1,5,99.85,682,0
31,Self-Employed,717300,11.6,3,Personal,1957000,60,1,195400,4950,81.37,272.83,28.81,1,4,60,2,4.7,4,76.39,593,0
33,Business Owner,593400,1.2,1,Home Renovation,1463000,12,1,380000,7030,95,246.55,26.51,0,1,7,4,9,4,100,670,0
26,Salaried,362700,6.9,3,Consumer Durable,519000,48,2,1382600,36260,95,143.09,29.66,1,1,16,2,0.5,7,84.24,604,0
42,Salaried,698400,1.6,4,Vehicle,1599000,60,1,106700,2980,63.25,228.95,35.53,0,1,7,6,16.9,2,98.77,721,1
50,Salaried,369300,6.3,1,Personal,164000,12,1,578200,23600,95,44.41,39.83,0,0,0,2,24.8,4,97.53,705,1
56,Salaried,910500,0.7,1,Medical,1708000,12,1,114000,3340,95,187.59,73.29,1,2,12,0,35,3,93.33,697,0
38,Professional,455100,5.9,1,Personal,980000,60,1,2058000,41920,95,215.34,36.34,0,0,0,8,12.2,5,100,681,0
35,Self-Employed,437800,5,2,Vehicle,653000,24,0,0,0,82.1,149.15,7.86,0,0,0,2,9.8,5,100,724,1
36,Business Owner,396600,5.9,1,Medical,633000,36,0,0,0,61.43,159.61,29.17,0,1,17,1,13.3,4,93.19,709,0
48,Business Owner,596900,1.1,1,Home,348000,36,3,1035300,26010,75.35,58.3,47.87,0,0,0,1,28.4,5,98.76,755,1
47,Professional,652900,4.8,2,Education,708000,24,0,0,0,59.81,108.44,22.1,0,0,0,2,24.4,4,100,774,1
34,Salaried,666200,5.7,5,Personal,959000,12,1,82500,2960,95,143.95,28.07,0,0,0,4,13.8,5,99.38,693,0
46,Salaried,486300,4.2,1,Home,594000,12,1,83800,2520,95,122.15,44.24,0,2,16,2,27.8,4,89.15,763,0
37,Salaried,1085800,4.5,1,Home,578000,60,0,0,0,15.59,53.23,27.44,0,0,0,2,16,4,99.86,739,1
30,Salaried,1033500,3.9,2,Consumer Durable,2623000,48,0,0,0,75.88,253.8,18.63,0,1,8,4,6.4,3,97.16,708,0
35,Salaried,597700,4.1,2,Business,1299000,36,1,159700,6320,95,217.33,31.86,0,0,0,3,9.7,4,100,683,0
50,Salaried,694400,8.3,1,Home,1849000,12,0,0,0,95,266.27,10.13,0,0,0,2,27.4,1,99.55,780,0
42,Professional,523300,10.5,1,Home Renovation,1156000,24,1,41600,840,95,220.91,24.18,0,0,0,2,17.2,7,100,699,0
32,Salaried,827400,5.8,2,Education,1677000,24,2,2742900,58810,95,202.68,36.62,0,0,0,3,5.7,8,99.94,657,0
44,Salaried,719000,1.3,1,Personal,1626000,36,0,0,0,95,226.15,35.84,0,0,0,3,22.2,1,100,726,0
42,Contract,723600,5.2,1,Home,1149000,24,3,903000,31180,95,158.79,46.75,0,2,15,2,24.7,10,91.42,688,0
33,Salaried,1015800,3.7,0,Personal,2190000,72,1,39200,1490,59.08,215.59,61.95,0,0,0,0,12.4,4,100,702,0
30,Salaried,866300,1.4,2,Education,1398000,36,0,0,0,62.44,161.38,17.81,0,2,31,4,12.4,3,93.91,702,0
27,Salaried,438900,8,1,Home,673000,72,1,51800,1090,41.87,153.34,33.09,0,1,17,1,9,2,98.68,692,1
22,Salaried,639900,4.6,1,Personal,571000,72,2,879700,30430,81.26,89.23,4.19,0,1,18,4,0.5,5,99.56,671,1
30,Self-Employed,925800,3,1,Personal,465000,72,0,0,0,12.75,50.23,46.49,0,0,0,1,6.7,1,100,692,1
34,Contract,357600,11.6,3,Home Renovation,487000,36,3,911700,31470,95,136.19,19.02,0,1,15,0,13,5,100,696,1
47,Self-Employed,1625800,1.6,0,Personal,716000,24,1,373600,12090,34.21,44.04,35.73,0,1,15,1,30.1,4,100,759,1
43,Salaried,727900,5.3,2,Business,2007000,72,2,1096500,36970,95,275.72,13.55,0,0,0,6,13,3,100,719,1
38,Professional,875600,11.4,1,Vehicle,985000,24,2,794700,27330,95,112.49,36.48,0,2,34,2,12.4,6,88.09,693,0
21,Self-Employed,598000,6.3,3,Personal,314000,48,1,106100,4180,26.58,52.51,24.68,1,2,27,0,0.5,3,91.77,617,0
39,Business Owner,739800,8.1,1,Consumer Durable,858000,72,0,0,0,29.25,115.98,36.94,0,0,0,2,19.2,3,100,732,1
22,Self-Employed,713600,1.8,0,Vehicle,422000,72,3,609700,23050,54.51,59.14,33.15,0,0,0,3,0.5,4,100,642,0
43,Salaried,627100,11.8,2,Home,1725000,84,0,0,0,55.14,275.08,54.24,0,1,9,3,18.4,3,100,694,0
44,Salaried,871700,5.3,2,Medical,713000,36,0,0,0,34.09,81.79,36.86,1,2,17,3,23.1,4,82.78,699,0
36,Salaried,641500,8.4,2,Home,675000,12,0,0,0,95,105.22,28.68,0,0,0,2,13.7,3,97.71,698,1
43,Salaried,541400,7.5,0,Home,266000,48,0,0,0,15.45,49.13,59.33,0,1,18,2,23.3,3,93.43,690,0
45,Salaried,460700,6.9,1,Personal,640000,24,1,850900,21560,95,138.92,19.45,0,0,0,3,22,5,99.78,730,1
37,Salaried,1353300,1.3,1,Vehicle,773000,72,0,0,0,13.58,57.12,23.5,1,1,9,1,12.2,4,90.09,680,1
35,Salaried,318900,6.1,1,Business,302000,36,3,439100,15540,95,94.7,75.6,0,1,11,3,11.2,8,97.18,629,0
25,Salaried,369600,0.9,2,Home Renovation,700000,12,1,113600,3940,95,189.39,18,0,2,16,5,0.5,2,93.38,651,0
33,Professional,590800,3.1,1,Vehicle,1528000,36,0,0,0,95,258.63,23.45,1,3,54,3,11.2,1,82.61,654,0
28,Business Owner,421600,9,3,Vehicle,119000,24,0,0,0,15.64,28.23,9.51,0,0,0,1,2.1,2,100,703,1
27,Salaried,618100,3.6,0,Business,425000,60,0,0,0,20.7,68.76,9.89,0,0,0,1,12.3,1,100,738,1
30,Self-Employed,468900,9.7,4,Personal,774000,48,0,0,0,56.69,165.07,25.25,0,0,0,0,5,3,98.01,690,0
21,Salaried,830700,5,1,Vehicle,1764000,60,0,0,0,56.16,212.35,25.09,0,2,12,3,0.5,1,93.23,625,0
44,Self-Employed,518200,5,1,Vehicle,1297000,36,2,224900,7330,95,250.29,45.69,0,1,7,5,20.7,4,97.76,695,0
38,Business Owner,927400,2.2,0,Business,2220000,60,2,298500,8610,83.54,239.38,34.32,0,1,12,1,14.5,6,95.68,721,0
46,Salaried,476000,11,0,Personal,765000,72,0,0,0,35.12,160.71,32.39,0,1,15,2,34.7,1,95.79,804,1
43,Self-Employed,1321000,8,2,Vehicle,3546000,24,3,601600,20780,95,268.43,68.83,0,0,0,3,23.1,4,100,663,0
40,Salaried,729400,4.1,0,Vehicle,1320000,12,0,0,0,95,180.97,29.5,0,0,0,1,12.3,4,100,681,0
43,Salaried,632800,4.8,3,Vehicle,1265000,48,2,1227200,31240,95,199.91,48.12,0,1,13,3,19.3,6,99.24,702,1
37,Contract,2416400,0.5,3,Home,4429000,84,1,86000,3330,44.84,183.29,36.68,0,0,0,3,15.4,3,100,712,0
47,Salaried,859400,5.1,1,Medical,467000,60,1,11300,500,15.11,54.34,41.55,0,1,17,1,21.3,5,99.8,730,1
32,Self-Employed,800400,10.8,1,Vehicle,1832000,48,2,473300,15770,95,228.89,67.95,0,1,13,0,9.1,5,97.05,616,0
36,Salaried,1209100,4.7,2,Medical,2640000,60,3,470800,12500,70.22,218.34,63.93,0,1,5,2,7.8,8,98.77,642,0
34,Salaried,811100,7.6,3,Personal,670000,60,1,153900,2860,26.03,82.6,14.55,1,1,11,2,12,2,91.83,692,0
53,Business Owner,429900,8.5,1,Personal,764000,60,1,175500,4950,67,177.72,31.38,0,1,10,1,25.4,4,96.86,764,0
31,Salaried,448000,6.5,3,Vehicle,814000,36,0,0,0,72.88,181.7,27.58,0,1,15,0,4,4,98.65,673,0
47,Salaried,1124300,7.5,2,Personal,943000,36,1,365700,15210,51.53,83.87,21.22,0,0,0,0,25.4,4,100,778,1
24,Salaried,1257100,9.8,2,Consumer Durable,1033000,60,2,476400,15650,35.52,82.17,55.12,0,1,11,1,0.5,4,98.02,608,0
37,Contract,249000,0.5,1,Personal,377000,60,3,310300,9430,84.13,151.41,15.75,0,0,0,3,14.3,8,100,716,1
34,Salaried,743300,12.7,2,Business,592000,48,2,334800,10070,44.22,79.64,24.52,0,0,0,1,7.3,5,98.16,681,1
27,Salaried,382800,6.4,1,Education,190000,60,0,0,0,12.72,49.63,22.27,0,1,9,1,0.5,3,99.32,662,1
30,Professional,513400,5.1,4,Personal,796000,36,3,902100,21840,95,155.04,41.19,1,2,30,3,1.2,7,84.28,595,0
40,Salaried,518500,6.2,1,Home,743000,24,2,335300,9650,95,143.3,46.06,0,2,14,1,18,4,93.98,683,0
33,Salaried,394800,3.6,3,Medical,710000,60,0,0,0,47.4,179.84,22.98,0,1,18,0,5.6,5,97.31,680,0
28,Contract,551900,10.7,2,Medical,1455000,84,1,118900,3130,67.38,263.63,61.53,0,0,0,3,2.3,4,99.39,616,0
44,Salaried,1161000,8.2,4,Personal,2493000,24,2,471900,16990,95,214.73,44.26,0,1,10,5,17.7,4,89.64,696,0
36,Salaried,1226600,6.7,3,Vehicle,1250000,60,1,274200,7020,35.27,101.91,12.74,0,3,29,1,21.3,3,84.4,742,1
39,Professional,737100,7.8,1,Home Renovation,1522000,60,2,2567300,59490,95,206.48,19.81,0,1,9,2,14.2,6,95.23,737,0
45,Salaried,446200,2.5,2,Vehicle,1166000,24,1,13100,500,95,261.32,40.32,0,0,0,2,24.9,4,99.19,712,0
49,Salaried,916400,2.7,1,Medical,1868000,60,1,42600,780,56.25,203.84,10.19,0,2,33,3,24.1,4,96.05,762,1
21,Salaried,424000,6.7,3,Personal,428000,84,0,0,0,23.67,100.94,13.83,0,1,11,3,0.5,2,96.66,649,1
35,Professional,574700,9.8,1,Business,343000,36,1,361900,9090,44.63,59.68,30.66,0,1,11,1,6.5,5,100,673,1
22,Salaried,1023300,3.1,1,Medical,1477000,36,0,0,0,62.17,144.34,58.29,1,0,0,1,0.5,1,88.93,579,0
59,Salaried,703400,5.5,1,Personal,1400000,72,0,0,0,51.07,199.03,50.74,0,1,16,2,35,2,92.62,763,1
37,Self-Employed,743200,6.6,1,Vehicle,1407000,60,0,0,0,50.55,189.32,20.32,0,1,7,4,11.2,3,98.27,692,0
44,Self-Employed,263700,8.7,5,Personal,602000,72,0,0,0,52.01,228.29,12.65,0,2,10,3,20,4,90.92,732,0
31,Self-Employed,1084400,6.6,0,Personal,2678000,60,0,0,0,70.18,246.96,33.34,0,1,10,0,9.5,2,97.36,689,1
33,Salaried,858400,8.2,1,Personal,2190000,24,0,0,0,95,255.13,12.35,1,3,31,4,7.3,3,86.25,643,0
45,Salaried,497900,9.2,0,Vehicle,650000,24,0,0,0,76.42,130.55,39.25,0,1,9,3,21.7,3,98.71,734,0
40,Business Owner,673700,9.5,2,Consumer Durable,974000,60,0,0,0,38.94,144.57,39.94,0,0,0,7,20,3,99.46,697,0
50,Salaried,820300,7.3,1,Home,1880000,48,3,308200,8210,89.31,229.18,33.82,0,1,17,3,30.7,5,96.33,726,1
29,Self-Employed,395600,2.1,0,Personal,618000,24,0,0,0,93.17,156.22,43.59,0,0,0,2,0.9,2,100,642,0
